id,file,question,tipo_inferencia,num_entities,num_relations,num_reasoning_steps,num_hops,difficulty,requires_ontology,retrieval_scope,source_count,evidence_count,forbidden_terms_found,exact_expected_answer_string_present
1,graphs/question_001_input.ttl,Como as evidências conectam Bacia de Santos à retenção ou migração de hidrocarbonetos?,selo_e_retencao,9,6,7,4,hard,True,multi_document,2,3,,False
2,graphs/question_002_input.ttl,Como as evidências conectam Bacia de Santos à retenção ou migração de hidrocarbonetos?,selo_e_retencao,9,6,7,4,hard,True,multi_document,2,2,,False
3,graphs/question_003_input.ttl,Como as evidências conectam pré-sal à geração de óleo e gás?,geracao_de_hidrocarbonetos,9,6,7,4,hard,True,multi_document,2,4,,False
4,graphs/question_004_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,4,,False
5,graphs/question_005_input.ttl,"Que ambiente deposicional é sugerido pela associação entre pré-sal, reservatório e petróleo?",ambiente_deposicional,9,6,7,4,hard,True,multi_document,2,5,,False
6,graphs/question_006_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,5,,False
7,graphs/question_007_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Santos, pré-sal e reservatório?",temporal_estratigrafica,9,6,7,4,hard,True,multi_document,2,3,,False
8,graphs/question_008_input.ttl,Como as evidências conectam pré-sal à retenção ou migração de hidrocarbonetos?,processual_migracao,9,6,7,4,hard,True,multi_document,2,4,,False
9,graphs/question_009_input.ttl,"Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação conecta clima árido, evaporação marinha e preservação de acumulações no pré-sal?",interpretativa,4,6,7,3,medium,False,multi_passage,2,3,,False
10,graphs/question_010_input.ttl,Como as evidências conectam pré-sal à retenção ou migração de hidrocarbonetos?,selo_e_retencao,9,6,7,4,hard,True,multi_document,2,4,,False
11,graphs/question_011_input.ttl,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,espacial,8,6,7,4,hard,True,multi_document,2,2,,False
12,graphs/question_012_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, camada de sal e idade relativa?",temporal_estratigrafica,4,6,7,4,hard,False,multi_document,2,3,,False
13,graphs/question_013_input.ttl,Como as evidências conectam pré-sal à geração de óleo e gás?,geracao_de_hidrocarbonetos,8,6,7,4,hard,True,multi_document,2,5,,False
14,graphs/question_014_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",composicional_petrofisica,7,6,7,4,hard,True,multi_document,2,3,,False
15,graphs/question_015_input.ttl,Que interpretação espacial pode ser obtida ao conectar Formação Barra Velha com Formação Itapema?,espacial_deposicional,9,6,7,4,hard,True,multi_document,2,2,,False
16,graphs/question_016_input.ttl,Que interpretação estrutural surge ao relacionar petróleo com óleo?,estrutural_deposicional,9,6,7,4,hard,True,multi_document,2,3,,False
17,graphs/question_017_input.ttl,Como as evidências diferenciam as funções geológicas de pré-sal e rocha selante?,diferenciacao_funcional,9,6,7,4,hard,True,multi_document,2,6,,False
18,graphs/question_018_input.ttl,Que papel geológico deve ser atribuído a Bacia de Santos quando as evidências são relacionadas?,ontologica_entidade_funcao,9,6,7,4,hard,True,multi_document,2,3,,False
19,graphs/question_019_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual conclusão pode ser obtida ao combinar a presença de evaporitos com fácies carbonáticas lacustres na seção pré-sal?,interpretativa,9,6,7,4,hard,True,multi_document,2,4,,False
20,graphs/question_020_input.ttl,Como as evidências conectam pré-sal à retenção ou migração de hidrocarbonetos?,processual_migracao,9,6,7,4,hard,True,multi_document,2,3,,False
21,graphs/question_021_input.ttl,Que interpretação estrutural surge ao relacionar rocha selante com trapa?,estrutural_deposicional,9,6,7,4,hard,True,multi_document,2,3,,False
22,graphs/question_022_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",composicional_petrofisica,6,6,7,4,hard,True,multi_document,2,3,,False
23,graphs/question_023_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com pré-sal?,espacial,9,6,7,4,hard,True,multi_document,2,2,,False
24,graphs/question_024_input.ttl,Como as evidências conectam Bacia de Santos à retenção ou migração de hidrocarbonetos?,selo_e_retencao,9,6,7,4,hard,True,multi_document,2,3,,False
25,graphs/question_025_input.ttl,Que processo ou evento deposicional é registrado pela relação entre pré-sal e reservatório?,processual_deposicional,5,6,7,4,hard,True,multi_document,2,3,,False
26,graphs/question_026_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,2,,False
27,graphs/question_027_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,4,,False
28,graphs/question_028_input.ttl,"Que ambiente deposicional é sugerido pela associação entre pré-sal, rocha selante e reservatório?",ambiente_deposicional,9,6,7,4,hard,True,multi_document,2,6,,False
29,graphs/question_029_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,2,,False
30,graphs/question_030_input.ttl,Que papel geológico deve ser atribuído a camada de sal quando as evidências são relacionadas?,ontologica_entidade_funcao,8,6,7,4,hard,True,multi_document,2,3,,False
31,graphs/question_031_input.ttl,Que interpretação espacial pode ser obtida ao conectar Formação Barra Velha com Formação Itapema?,espacial_deposicional,9,6,7,4,hard,True,multi_document,2,2,,False
32,graphs/question_032_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, pós-sal e camada de sal?",temporal_estratigrafica,4,6,7,4,hard,False,multi_document,2,3,,False
33,graphs/question_033_input.ttl,Que papel geológico deve ser atribuído a pré-sal quando as evidências são relacionadas?,ontologica_entidade_funcao,9,6,7,4,hard,True,multi_document,2,2,,False
34,graphs/question_034_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual associação geológica torna a Bacia de Santos uma província petrolífera expressiva?,interpretativa,9,6,7,4,hard,True,multi_document,2,2,,False
35,graphs/question_035_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, rochas geradoras e óleo?",temporal_estratigrafica,9,6,7,4,hard,False,multi_document,2,5,,False
36,graphs/question_036_input.ttl,Que unidade ou entidade estratigráfica conecta Bacia de Santos à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,3,,False
37,graphs/question_037_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação explica a diferença entre o W735 e os poços 2-ANP-2A-RJS e W731 no Campo de Mero?,interpretativa,9,6,7,4,hard,True,multi_document,2,3,,False
38,graphs/question_038_input.ttl,Que interpretação espacial pode ser obtida ao conectar Libra com W731?,espacial,9,6,7,4,hard,True,multi_document,2,2,,False
39,graphs/question_039_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",composicional_petrofisica,7,6,7,4,hard,True,multi_document,2,2,,False
40,graphs/question_040_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,3,,False
41,graphs/question_041_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,3,,False
42,graphs/question_042_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,3,,False
43,graphs/question_043_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Por que os modelos geocelulares são relevantes para interpretar o Campo de Búzios?,interpretativa,9,6,7,4,hard,True,multi_document,2,2,,False
44,graphs/question_044_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que conjunto de dados é necessário para caracterizar os reservatórios carbonáticos de Búzios?,interpretativa,3,5,6,3,medium,True,multi_passage,2,2,,False
45,graphs/question_045_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Santos, reservatório e carbonatos?",temporal_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
46,graphs/question_046_input.ttl,Que unidade ou entidade estratigráfica conecta Bacia de Santos à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,3,,False
47,graphs/question_047_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que feição em Mero indica que nem toda a estrutura de Libra possui o mesmo comportamento de fluido?,interpretativa,9,6,7,4,hard,False,multi_document,2,2,,False
48,graphs/question_048_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,6,6,7,4,hard,True,multi_document,2,2,,False
49,graphs/question_049_input.ttl,Que unidade ou entidade estratigráfica conecta Formação Barra Velha à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
50,graphs/question_050_input.ttl,Que unidade ou entidade estratigráfica conecta Formação Barra Velha à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
51,graphs/question_051_input.ttl,Que interpretação espacial pode ser obtida ao conectar Libra com W735?,espacial,9,6,7,4,hard,True,multi_document,2,3,,False
52,graphs/question_052_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com pré-sal?,espacial,9,6,7,4,hard,True,multi_document,2,3,,False
53,graphs/question_053_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,5,6,7,4,hard,True,multi_document,2,2,,False
54,graphs/question_054_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,2,,False
55,graphs/question_055_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,7,6,7,4,hard,True,multi_document,2,2,,False
56,graphs/question_056_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação decorre da necessidade de reinjeção total do gás produzido em Mero?,interpretativa,9,6,7,3,medium,True,single_passage,1,2,,False
57,graphs/question_057_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que aspecto do Campo de Búzios conecta geologia e engenharia de reservatórios?,interpretativa,9,6,7,4,hard,True,multi_document,2,2,,False
58,graphs/question_058_input.ttl,Que unidade ou entidade estratigráfica conecta Bacia de Santos à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
59,graphs/question_059_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Por que o W735 não deve ser interpretado como simples repetição dos poços da porção noroeste?,interpretativa,9,6,7,4,hard,True,multi_document,2,3,,False
60,graphs/question_060_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Santos, reservatório e reservatórios carbonáticos?",temporal_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
61,graphs/question_061_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que função têm a sísmica e os dados de poços na interpretação de Búzios?,interpretativa,5,6,7,4,hard,True,multi_document,2,3,,False
62,graphs/question_062_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,5,6,7,4,hard,True,multi_document,2,2,,False
63,graphs/question_063_input.ttl,Que unidade ou entidade estratigráfica conecta Formação Barra Velha à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
64,graphs/question_064_input.ttl,Que unidade ou entidade estratigráfica conecta Formação Barra Velha à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
65,graphs/question_065_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Como a compartimentação de Mero se manifesta nos dados de poços?,interpretativa,9,6,7,4,hard,True,multi_document,2,3,,False
66,graphs/question_066_input.ttl,Que papel geológico deve ser atribuído a Bacia de Campos quando as evidências são relacionadas?,entidade_funcao,8,6,7,4,hard,True,multi_document,2,3,,False
67,graphs/question_067_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Campos, reservatório e hidrocarbonetos?",temporal_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
68,graphs/question_068_input.ttl,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,3,,False
69,graphs/question_069_input.ttl,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,entidade_estratigrafica,8,6,7,4,hard,True,multi_document,2,2,,False
70,graphs/question_070_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Formação, Macaé e Arenito Namorado?",temporal_estratigrafica,5,6,7,4,hard,True,multi_document,2,2,,False
71,graphs/question_071_input.ttl,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
72,graphs/question_072_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia de Campos?,espacial,9,6,7,4,hard,True,multi_document,2,3,,False
73,graphs/question_073_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia de Campos?,espacial,9,6,7,4,hard,True,multi_document,2,2,,False
74,graphs/question_074_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Campos, deposição e Bacia?",temporal_estratigrafica,5,6,7,4,hard,True,multi_document,2,2,,False
75,graphs/question_075_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Campos, Bacia e Campos?",temporal_estratigrafica,4,6,7,4,hard,True,multi_document,2,3,,False
76,graphs/question_076_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,6,6,7,4,hard,True,multi_document,2,4,,False
77,graphs/question_077_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,4,,False
78,graphs/question_078_input.ttl,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,3,,False
79,graphs/question_079_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar reservatório, carbonáticas e coquinas?",temporal_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
80,graphs/question_080_input.ttl,"Que ambiente deposicional é sugerido pela associação entre reservatório, petróleo e óleo?",ambiente_deposicional,9,6,7,4,hard,True,multi_document,2,3,,False
81,graphs/question_081_input.ttl,Que unidade ou entidade estratigráfica conecta reservatório à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,3,,False
82,graphs/question_082_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar petróleo, óleo e acumulação?",temporal_estratigrafica,9,6,7,4,hard,True,multi_document,1,2,,False
83,graphs/question_083_input.ttl,Que interpretação espacial pode ser obtida ao conectar reservatório com petróleo?,espacial_administrativa,9,6,7,3,medium,True,single_passage,1,3,,False
84,graphs/question_084_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação deve ser feita quando perfis elétricos e amostras de óleo confirmam reservatórios turbidíticos portadores de petróleo?,interpretativa,9,6,7,4,hard,True,multi_document,2,3,,False
85,graphs/question_085_input.ttl,Que interpretação espacial pode ser obtida ao conectar Anhangá com Margem Equatorial?,espacial,8,6,7,4,hard,False,multi_document,2,2,,False
86,graphs/question_086_input.ttl,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,espacial,9,6,7,4,hard,True,multi_document,2,3,,False
87,graphs/question_087_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que dado indica que os turbiditos de Anhangá ainda precisam de caracterização petrofísica e de fluido?,interpretativa,9,6,7,4,hard,True,multi_document,2,3,,False
88,graphs/question_088_input.ttl,Que papel geológico deve ser atribuído a Bacia de Campos quando as evidências são relacionadas?,entidade_funcao,9,6,7,4,hard,True,multi_document,2,4,,False
89,graphs/question_089_input.ttl,Como as evidências conectam Bacia de Campos à retenção ou migração de hidrocarbonetos?,selo_e_retencao,6,6,7,4,hard,True,multi_document,2,2,,False
90,graphs/question_090_input.ttl,Que interpretação estrutural surge ao relacionar selo com trapa?,estrutural,7,6,7,4,hard,True,multi_document,2,3,,False
91,graphs/question_091_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar reservatório, coquinas e deposição?",temporal_estratigrafica,8,6,7,4,hard,True,multi_document,2,3,,False
92,graphs/question_092_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Campos, reservatório e coquinas?",temporal_estratigrafica,9,6,7,4,hard,True,multi_document,2,3,,False
93,graphs/question_093_input.ttl,Que unidade ou entidade estratigráfica conecta Bacia de Campos à interpretação apresentada nas evidências?,entidade_estratigrafica,9,6,7,4,hard,True,multi_document,2,2,,False
94,graphs/question_094_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,7,6,7,4,hard,True,multi_document,2,4,,False
95,graphs/question_095_input.ttl,"Como as evidências disponíveis permitem reinterpretar a pergunta: Qual campo conceitual permite conectar folhelhos, arenitos turbidíticos, coquinas e sal em uma mesma explicação?",interpretativa,9,6,7,4,hard,True,multi_document,2,5,,False
96,graphs/question_096_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,6,6,7,4,hard,True,multi_document,2,3,,False
97,graphs/question_097_input.ttl,Que papel geológico deve ser atribuído a rocha selante quando as evidências são relacionadas?,entidade_funcao,8,6,7,4,hard,True,multi_document,2,3,,False
98,graphs/question_098_input.ttl,Como as evidências conectam reservatório à retenção ou migração de hidrocarbonetos?,selo_e_retencao,5,6,7,4,hard,True,multi_document,2,3,,False
99,graphs/question_099_input.ttl,Como as evidências conectam trapa à retenção ou migração de hidrocarbonetos?,processual_migracao,9,6,7,4,hard,True,multi_document,2,4,,False
100,graphs/question_100_input.ttl,Como as evidências conectam camada de sal à retenção ou migração de hidrocarbonetos?,selo_e_retencao,9,6,7,4,hard,True,multi_document,2,3,,False
101,graphs/question_101_input.ttl,Que interpretação estrutural surge ao relacionar selo com trapa?,estrutural,9,6,7,4,hard,True,multi_document,2,3,,False
102,graphs/question_102_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de selo?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,4,,False
103,graphs/question_103_input.ttl,Que interpretação espacial pode ser obtida ao conectar reservatório com hidrocarbonetos?,espacial,6,6,7,4,hard,True,multi_document,2,2,,False
104,graphs/question_104_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que método geofísico é central para pesquisar estruturas acumuladoras de hidrocarbonetos?,interpretativa,5,6,7,4,hard,False,multi_document,2,2,,False
105,graphs/question_105_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que estudos ajudam a reconhecer a extensão de uma rocha reservatório?,interpretativa,2,4,5,3,medium,True,multi_passage,2,2,,False
106,graphs/question_106_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de deposição?",composicional_petrofisica,5,6,7,4,hard,True,multi_document,2,4,,False
107,graphs/question_107_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de fósseis?",composicional_petrofisica,6,6,7,4,hard,True,multi_document,2,3,,False
108,graphs/question_108_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,6,6,7,4,hard,True,multi_document,2,3,,False
109,graphs/question_109_input.ttl,Que papel geológico deve ser atribuído a selo quando as evidências são relacionadas?,ontologica_entidade_funcao,8,6,7,4,hard,True,multi_document,2,3,,False
110,graphs/question_110_input.ttl,Que papel geológico deve ser atribuído a reservatório quando as evidências são relacionadas?,ontologica_entidade_funcao,8,6,7,4,hard,True,multi_document,2,3,,False
111,graphs/question_111_input.ttl,"Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação é necessária quando um texto menciona geração, migração, trapa e selo?",interpretativa,9,6,7,4,hard,True,multi_document,2,7,,False
112,graphs/question_112_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar trapa, reservatório e hidrocarbonetos?",temporal_estratigrafica,7,6,7,4,hard,True,multi_document,2,3,,False
113,graphs/question_113_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que informação os fragmentos de rocha trazidos durante a sondagem ajudam a registrar?,interpretativa,1,3,4,2,easy,False,single_passage,1,4,,False
114,graphs/question_114_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,6,6,7,4,hard,True,multi_document,2,2,,False
115,graphs/question_115_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,5,6,7,4,hard,True,multi_document,2,2,,False
116,graphs/question_116_input.ttl,"Que ambiente deposicional é sugerido pela associação entre rocha geradora, petróleo e óleo?",ambiente_deposicional,9,6,7,4,hard,True,multi_document,2,4,,False
117,graphs/question_117_input.ttl,Que papel geológico deve ser atribuído a selo quando as evidências são relacionadas?,ontologica_entidade_funcao,9,6,7,4,hard,True,multi_document,2,3,,False
118,graphs/question_118_input.ttl,Como as evidências conectam trapa à retenção ou migração de hidrocarbonetos?,processual_migracao,9,6,7,4,hard,True,multi_document,2,3,,False
119,graphs/question_119_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que papel os estudos de bacias desempenham antes da perfuração exploratória?,interpretativa,4,6,7,3,medium,False,multi_passage,2,2,,False
120,graphs/question_120_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação liga estratigrafia e sedimentologia à análise de reservatórios?,interpretativa,3,5,6,3,medium,True,multi_passage,2,2,,False
121,graphs/question_121_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar idade relativa, deposição e Esse?",temporal_estratigrafica,3,4,5,4,hard,False,multi_document,2,3,,False
122,graphs/question_122_input.ttl,Que processo ou evento deposicional é registrado pela relação entre deposição e Esse?,processual_deposicional,3,5,6,3,medium,False,multi_passage,2,3,,False
123,graphs/question_123_input.ttl,"Que ambiente deposicional é sugerido pela associação entre turbidito, deposição e Turbiditos?",ambiente_deposicional,3,5,6,3,medium,False,multi_passage,2,2,,False
124,graphs/question_124_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar estratigrafia, fósseis e idade relativa?",temporal_estratigrafica,3,4,5,4,hard,False,multi_document,3,4,,False
125,graphs/question_125_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de camada de sal?",composicional_petrofisica,9,6,7,4,hard,True,multi_document,2,4,,False
126,graphs/question_126_input.ttl,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,espacial,9,6,7,4,hard,False,multi_document,2,2,,False
127,graphs/question_127_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia do Espírito Santo?,espacial,9,6,7,4,hard,True,multi_document,2,2,,False
128,graphs/question_128_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, Gondwana e Sul-Americana?",temporal_estratigrafica,4,6,7,4,hard,False,multi_document,2,2,,False
129,graphs/question_129_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia do Espírito Santo?,espacial,9,6,7,4,hard,True,multi_document,2,2,,False
130,graphs/question_130_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Campos com petróleo?,espacial,8,6,7,4,hard,True,multi_document,2,2,,False
131,graphs/question_131_input.ttl,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,espacial,9,6,7,4,hard,False,multi_document,2,2,,False
132,graphs/question_132_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Campos?,espacial,6,6,7,4,hard,True,multi_document,2,2,,False
133,graphs/question_133_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Que entidade regional ajuda a explicar o interesse econômico nas bacias sedimentares submarinas brasileiras?,interpretativa,9,6,7,4,hard,False,multi_document,2,2,,False
134,graphs/question_134_input.ttl,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Santos, Bacia e Santos?",temporal_estratigrafica,8,6,7,4,hard,True,multi_document,2,2,,False
135,graphs/question_135_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação resulta da associação entre margem divergente e bacias petrolíferas offshore?,interpretativa,8,6,7,4,hard,True,multi_document,2,3,,False
136,graphs/question_136_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia de Campos?,espacial,9,6,7,4,hard,True,multi_document,2,2,,False
137,graphs/question_137_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia de Campos?,espacial,9,6,7,4,hard,True,multi_document,2,2,,False
138,graphs/question_138_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Por que a Bacia de Santos é distinta de Campos e Pelotas no contexto citado?,interpretativa,9,6,7,4,hard,True,multi_document,2,2,,False
139,graphs/question_139_input.ttl,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com pré-sal?,espacial,9,6,7,4,hard,True,multi_document,2,2,,False
140,graphs/question_140_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação liga a sísmica às estruturas acumuladoras mencionadas na pesquisa de petróleo?,interpretativa,5,6,7,4,hard,False,multi_document,2,2,,False
141,graphs/question_141_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,7,6,7,4,hard,True,multi_document,2,3,,False
142,graphs/question_142_input.ttl,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação conecta rochas sedimentares porosas e bacias sedimentares à ocorrência de petróleo?,interpretativa,9,6,7,4,hard,True,multi_document,2,3,,False
143,graphs/question_143_input.ttl,"Que ambiente deposicional é sugerido pela associação entre reservatório, petróleo e óleo?",ambiente_deposicional,9,6,7,4,hard,True,multi_document,2,3,,False
144,graphs/question_144_input.ttl,Que processo ou evento deposicional é registrado pela relação entre sequência turbidítica e evento de fluxo?,processual_deposicional,4,6,7,3,medium,False,multi_passage,2,2,,False
145,graphs/question_145_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,7,6,7,4,hard,True,multi_document,2,4,,False
146,graphs/question_146_input.ttl,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",composicional_petrofisica,8,6,7,4,hard,True,multi_document,2,3,,False
147,graphs/question_147_input.ttl,Que interpretação estrutural surge ao relacionar selo com trapa?,estrutural,8,6,7,4,hard,True,multi_document,2,2,,False
148,graphs/question_148_input.ttl,Como as evidências conectam camada de sal à retenção ou migração de hidrocarbonetos?,selo_e_retencao,9,6,7,4,hard,True,multi_document,2,3,,False
149,graphs/question_149_input.ttl,Que papel geológico deve ser atribuído a reservatório quando as evidências são relacionadas?,ontologica_entidade_funcao,4,6,7,4,hard,True,multi_document,2,2,,False
150,graphs/question_150_input.ttl,"Como as evidências disponíveis permitem reinterpretar a pergunta: Que interpretação integra formação, migração e retenção em uma acumulação petrolífera?",interpretativa,9,6,7,4,hard,True,multi_document,2,5,,False
